"","batch","type","cluster"
"W38564","MARS-seq","GMP","MARS-seq 1"
"W38565","MARS-seq","GMP","MARS-seq 4"
"W38567","MARS-seq","GMP","MARS-seq 2"
"W38568","MARS-seq","GMP","MARS-seq 1"
"W38569","MARS-seq","MEP","MARS-seq 3"
"W38570","MARS-seq","GMP","MARS-seq 1"
"W38571","MARS-seq","GMP","MARS-seq 2"
"W38572","MARS-seq","MEP","MARS-seq 0"
"W38573","MARS-seq","MEP","MARS-seq 0"
"W38575","MARS-seq","MEP","MARS-seq 0"
"W38576","MARS-seq","CMP","MARS-seq 1"
"W38577","MARS-seq","MEP","MARS-seq 0"
"W38578","MARS-seq","GMP","MARS-seq 1"
"W38579","MARS-seq","GMP","MARS-seq 2"
"W38580","MARS-seq","GMP","MARS-seq 1"
"W38581","MARS-seq","GMP","MARS-seq 4"
"W38582","MARS-seq","MEP","MARS-seq 0"
"W38583","MARS-seq","CMP","MARS-seq 3"
"W38584","MARS-seq","MEP","MARS-seq 0"
"W38585","MARS-seq","GMP","MARS-seq 4"
"W38586","MARS-seq","MEP","MARS-seq 3"
"W38587","MARS-seq","GMP","MARS-seq 1"
"W38588","MARS-seq","GMP","MARS-seq 2"
"W38589","MARS-seq","GMP","MARS-seq 2"
"W38590","MARS-seq","CMP","MARS-seq 3"
"W38591","MARS-seq","CMP","MARS-seq 2"
"W38592","MARS-seq","GMP","MARS-seq 1"
"W38593","MARS-seq","MEP","MARS-seq 0"
"W38594","MARS-seq","GMP","MARS-seq 4"
"W38595","MARS-seq","MEP","MARS-seq 0"
"W38596","MARS-seq","CMP","MARS-seq 2"
"W38597","MARS-seq","MEP","MARS-seq 0"
"W38598","MARS-seq","CMP","MARS-seq 3"
"W38599","MARS-seq","MEP","MARS-seq 0"
"W38601","MARS-seq","GMP","MARS-seq 1"
"W38602","MARS-seq","GMP","MARS-seq 4"
"W38603","MARS-seq","GMP","MARS-seq 1"
"W38604","MARS-seq","MEP","MARS-seq 0"
"W38605","MARS-seq","GMP","MARS-seq 4"
"W38606","MARS-seq","CMP","MARS-seq 3"
"W38607","MARS-seq","MEP","MARS-seq 3"
"W38608","MARS-seq","MEP","MARS-seq 0"
"W38609","MARS-seq","GMP","MARS-seq 1"
"W38610","MARS-seq","CMP","MARS-seq 2"
"W38611","MARS-seq","CMP","MARS-seq 2"
"W38612","MARS-seq","GMP","MARS-seq 1"
"W38613","MARS-seq","GMP","MARS-seq 1"
"W38614","MARS-seq","GMP","MARS-seq 2"
"W38615","MARS-seq","MEP","MARS-seq 0"
"W38616","MARS-seq","GMP","MARS-seq 2"
"W38617","MARS-seq","GMP","MARS-seq 4"
"W38618","MARS-seq","GMP","MARS-seq 1"
"W38619","MARS-seq","CMP","MARS-seq 2"
"W38620","MARS-seq","GMP","MARS-seq 1"
"W38622","MARS-seq","MEP","MARS-seq 0"
"W38623","MARS-seq","MEP","MARS-seq 0"
"W38624","MARS-seq","CMP","MARS-seq 3"
"W38625","MARS-seq","GMP","MARS-seq 1"
"W38626","MARS-seq","CMP","MARS-seq 3"
"W38627","MARS-seq","GMP","MARS-seq 1"
"W38628","MARS-seq","GMP","MARS-seq 1"
"W38629","MARS-seq","MEP","MARS-seq 0"
"W38630","MARS-seq","MEP","MARS-seq 3"
"W38631","MARS-seq","MEP","MARS-seq 0"
"W38632","MARS-seq","GMP","MARS-seq 1"
"W38633","MARS-seq","CMP","MARS-seq 3"
"W38634","MARS-seq","GMP","MARS-seq 4"
"W38636","MARS-seq","GMP","MARS-seq 1"
"W38637","MARS-seq","MEP","MARS-seq 0"
"W38638","MARS-seq","GMP","MARS-seq 4"
"W38640","MARS-seq","CMP","MARS-seq 2"
"W38643","MARS-seq","GMP","MARS-seq 2"
"W38644","MARS-seq","CMP","MARS-seq 2"
"W38645","MARS-seq","GMP","MARS-seq 1"
"W38646","MARS-seq","MEP","MARS-seq 0"
"W38647","MARS-seq","GMP","MARS-seq 4"
"W38648","MARS-seq","MEP","MARS-seq 3"
"W38649","MARS-seq","GMP","MARS-seq 1"
"W38650","MARS-seq","MEP","MARS-seq 0"
"W38651","MARS-seq","GMP","MARS-seq 1"
"W38652","MARS-seq","CMP","MARS-seq 2"
"W38653","MARS-seq","GMP","MARS-seq 2"
"W38654","MARS-seq","GMP","MARS-seq 4"
"W38655","MARS-seq","CMP","MARS-seq 3"
"W38656","MARS-seq","MEP","MARS-seq 0"
"W38657","MARS-seq","MEP","MARS-seq 0"
"W38659","MARS-seq","GMP","MARS-seq 4"
"W38660","MARS-seq","MEP","MARS-seq 0"
"W38662","MARS-seq","GMP","MARS-seq 3"
"W38663","MARS-seq","CMP","MARS-seq 2"
"W38664","MARS-seq","MEP","MARS-seq 0"
"W38666","MARS-seq","MEP","MARS-seq 0"
"W38668","MARS-seq","MEP","MARS-seq 0"
"W38669","MARS-seq","MEP","MARS-seq 0"
"W38670","MARS-seq","CMP","MARS-seq 3"
"W38672","MARS-seq","MEP","MARS-seq 0"
"W38673","MARS-seq","GMP","MARS-seq 4"
"W38674","MARS-seq","MEP","MARS-seq 0"
"W38675","MARS-seq","CMP","MARS-seq 2"
"W38676","MARS-seq","GMP","MARS-seq 1"
"W38677","MARS-seq","GMP","MARS-seq 4"
"W38678","MARS-seq","GMP","MARS-seq 1"
"W38679","MARS-seq","MEP","MARS-seq 0"
"W38680","MARS-seq","MEP","MARS-seq 0"
"W38681","MARS-seq","GMP","MARS-seq 1"
"W38682","MARS-seq","CMP","MARS-seq 3"
"W38683","MARS-seq","GMP","MARS-seq 4"
"W38684","MARS-seq","MEP","MARS-seq 0"
"W38685","MARS-seq","MEP","MARS-seq 0"
"W38686","MARS-seq","MEP","MARS-seq 0"
"W38687","MARS-seq","MEP","MARS-seq 0"
"W38688","MARS-seq","MEP","MARS-seq 0"
"W38689","MARS-seq","GMP","MARS-seq 4"
"W38690","MARS-seq","CMP","MARS-seq 3"
"W38691","MARS-seq","MEP","MARS-seq 0"
"W38692","MARS-seq","GMP","MARS-seq 1"
"W38693","MARS-seq","GMP","MARS-seq 4"
"W38694","MARS-seq","MEP","MARS-seq 0"
"W38695","MARS-seq","CMP","MARS-seq 3"
"W38697","MARS-seq","MEP","MARS-seq 0"
"W38698","MARS-seq","MEP","MARS-seq 3"
"W38699","MARS-seq","CMP","MARS-seq 2"
"W38700","MARS-seq","MEP","MARS-seq 0"
"W38701","MARS-seq","GMP","MARS-seq 1"
"W38702","MARS-seq","GMP","MARS-seq 4"
"W38703","MARS-seq","GMP","MARS-seq 1"
"W38704","MARS-seq","MEP","MARS-seq 0"
"W38705","MARS-seq","MEP","MARS-seq 0"
"W38707","MARS-seq","CMP","MARS-seq 3"
"W38709","MARS-seq","GMP","MARS-seq 1"
"W38710","MARS-seq","MEP","MARS-seq 0"
"W38711","MARS-seq","CMP","MARS-seq 2"
"W38712","MARS-seq","MEP","MARS-seq 0"
"W38713","MARS-seq","GMP","MARS-seq 4"
"W38714","MARS-seq","GMP","MARS-seq 1"
"W38715","MARS-seq","MEP","MARS-seq 0"
"W38716","MARS-seq","GMP","MARS-seq 4"
"W38717","MARS-seq","MEP","MARS-seq 0"
"W38718","MARS-seq","CMP","MARS-seq 2"
"W38719","MARS-seq","GMP","MARS-seq 4"
"W38720","MARS-seq","MEP","MARS-seq 0"
"W38721","MARS-seq","GMP","MARS-seq 1"
"W38722","MARS-seq","GMP","MARS-seq 1"
"W38723","MARS-seq","GMP","MARS-seq 1"
"W38724","MARS-seq","GMP","MARS-seq 1"
"W38726","MARS-seq","CMP","MARS-seq 2"
"W38727","MARS-seq","MEP","MARS-seq 0"
"W38728","MARS-seq","GMP","MARS-seq 1"
"W38729","MARS-seq","CMP","MARS-seq 3"
"W38730","MARS-seq","GMP","MARS-seq 4"
"W38732","MARS-seq","MEP","MARS-seq 3"
"W38733","MARS-seq","MEP","MARS-seq 3"
"W38734","MARS-seq","GMP","MARS-seq 1"
"W38735","MARS-seq","MEP","MARS-seq 0"
"W38736","MARS-seq","MEP","MARS-seq 0"
"W38737","MARS-seq","MEP","MARS-seq 0"
"W38738","MARS-seq","MEP","MARS-seq 0"
"W38739","MARS-seq","GMP","MARS-seq 2"
"W38740","MARS-seq","MEP","MARS-seq 0"
"W38741","MARS-seq","CMP","MARS-seq 3"
"W38742","MARS-seq","CMP","MARS-seq 2"
"W38744","MARS-seq","CMP","MARS-seq 2"
"W38745","MARS-seq","GMP","MARS-seq 4"
"W38747","MARS-seq","CMP","MARS-seq 2"
"W38748","MARS-seq","GMP","MARS-seq 4"
"W38750","MARS-seq","CMP","MARS-seq 1"
"W38751","MARS-seq","CMP","MARS-seq 1"
"W38752","MARS-seq","GMP","MARS-seq 1"
"W38753","MARS-seq","GMP","MARS-seq 4"
"W38754","MARS-seq","MEP","MARS-seq 0"
"W38755","MARS-seq","GMP","MARS-seq 4"
"W38756","MARS-seq","MEP","MARS-seq 0"
"W38757","MARS-seq","GMP","MARS-seq 1"
"W38758","MARS-seq","CMP","MARS-seq 5"
"W38759","MARS-seq","GMP","MARS-seq 1"
"W38760","MARS-seq","CMP","MARS-seq 5"
"W38761","MARS-seq","GMP","MARS-seq 2"
"W38765","MARS-seq","GMP","MARS-seq 1"
"W38767","MARS-seq","MEP","MARS-seq 0"
"W38768","MARS-seq","MEP","MARS-seq 0"
"W38769","MARS-seq","GMP","MARS-seq 4"
"W38770","MARS-seq","MEP","MARS-seq 0"
"W38771","MARS-seq","MEP","MARS-seq 0"
"W38772","MARS-seq","GMP","MARS-seq 1"
"W38773","MARS-seq","MEP","MARS-seq 0"
"W38774","MARS-seq","MEP","MARS-seq 0"
"W38775","MARS-seq","CMP","MARS-seq 3"
"W38776","MARS-seq","CMP","MARS-seq 3"
"W38777","MARS-seq","MEP","MARS-seq 0"
"W38778","MARS-seq","CMP","MARS-seq 2"
"W38779","MARS-seq","CMP","MARS-seq 3"
"W38781","MARS-seq","MEP","MARS-seq 3"
"W38782","MARS-seq","GMP","MARS-seq 1"
"W38783","MARS-seq","MEP","MARS-seq 0"
"W38784","MARS-seq","MEP","MARS-seq 0"
"W38785","MARS-seq","GMP","MARS-seq 4"
"W38786","MARS-seq","GMP","MARS-seq 2"
"W38788","MARS-seq","CMP","MARS-seq 3"
"W38789","MARS-seq","GMP","MARS-seq 1"
"W38790","MARS-seq","GMP","MARS-seq 4"
"W38791","MARS-seq","MEP","MARS-seq 3"
"W38793","MARS-seq","GMP","MARS-seq 1"
"W38794","MARS-seq","GMP","MARS-seq 2"
"W38795","MARS-seq","MEP","MARS-seq 3"
"W38796","MARS-seq","MEP","MARS-seq 0"
"W38797","MARS-seq","GMP","MARS-seq 1"
"W38798","MARS-seq","MEP","MARS-seq 0"
"W38799","MARS-seq","CMP","MARS-seq 2"
"W38800","MARS-seq","MEP","MARS-seq 0"
"W38801","MARS-seq","CMP","MARS-seq 3"
"W38802","MARS-seq","CMP","MARS-seq 3"
"W38803","MARS-seq","GMP","MARS-seq 4"
"W38804","MARS-seq","MEP","MARS-seq 0"
"W38805","MARS-seq","GMP","MARS-seq 2"
"W38806","MARS-seq","MEP","MARS-seq 0"
"W38807","MARS-seq","GMP","MARS-seq 4"
"W38808","MARS-seq","GMP","MARS-seq 4"
"W38809","MARS-seq","CMP","MARS-seq 2"
"W38810","MARS-seq","MEP","MARS-seq 0"
"W38811","MARS-seq","CMP","MARS-seq 2"
"W38812","MARS-seq","GMP","MARS-seq 4"
"W38813","MARS-seq","GMP","MARS-seq 4"
"W38814","MARS-seq","MEP","MARS-seq 0"
"W38815","MARS-seq","MEP","MARS-seq 0"
"W38816","MARS-seq","GMP","MARS-seq 1"
"W38818","MARS-seq","MEP","MARS-seq 0"
"W38819","MARS-seq","GMP","MARS-seq 4"
"W38820","MARS-seq","MEP","MARS-seq 3"
"W38821","MARS-seq","MEP","MARS-seq 0"
"W38822","MARS-seq","GMP","MARS-seq 2"
"W38823","MARS-seq","GMP","MARS-seq 1"
"W38824","MARS-seq","CMP","MARS-seq 5"
"W38825","MARS-seq","GMP","MARS-seq 1"
"W38826","MARS-seq","CMP","MARS-seq 3"
"W38827","MARS-seq","MEP","MARS-seq 0"
"W38828","MARS-seq","GMP","MARS-seq 1"
"W38829","MARS-seq","GMP","MARS-seq 1"
"W38830","MARS-seq","CMP","MARS-seq 3"
"W38831","MARS-seq","CMP","MARS-seq 3"
"W38832","MARS-seq","GMP","MARS-seq 4"
"W38833","MARS-seq","GMP","MARS-seq 1"
"W38834","MARS-seq","GMP","MARS-seq 2"
"W38836","MARS-seq","MEP","MARS-seq 3"
"W38837","MARS-seq","MEP","MARS-seq 0"
"W38838","MARS-seq","GMP","MARS-seq 4"
"W38839","MARS-seq","CMP","MARS-seq 3"
"W38840","MARS-seq","GMP","MARS-seq 4"
"W38841","MARS-seq","GMP","MARS-seq 4"
"W38843","MARS-seq","MEP","MARS-seq 0"
"W38845","MARS-seq","GMP","MARS-seq 2"
"W38846","MARS-seq","MEP","MARS-seq 0"
"W38847","MARS-seq","GMP","MARS-seq 1"
"W38848","MARS-seq","MEP","MARS-seq 3"
"W38849","MARS-seq","MEP","MARS-seq 0"
"W38850","MARS-seq","GMP","MARS-seq 2"
"W38851","MARS-seq","CMP","MARS-seq 2"
"W38852","MARS-seq","GMP","MARS-seq 4"
"W38853","MARS-seq","GMP","MARS-seq 4"
"W38854","MARS-seq","MEP","MARS-seq 3"
"W38855","MARS-seq","GMP","MARS-seq 1"
"W38858","MARS-seq","GMP","MARS-seq 4"
"W38859","MARS-seq","MEP","MARS-seq 3"
"W38860","MARS-seq","MEP","MARS-seq 0"
"W38861","MARS-seq","GMP","MARS-seq 4"
"W38862","MARS-seq","MEP","MARS-seq 0"
"W38863","MARS-seq","GMP","MARS-seq 2"
"W38864","MARS-seq","MEP","MARS-seq 3"
"W38865","MARS-seq","GMP","MARS-seq 1"
"W38866","MARS-seq","CMP","MARS-seq 2"
"W38867","MARS-seq","CMP","MARS-seq 2"
"W38868","MARS-seq","CMP","MARS-seq 2"
"W38869","MARS-seq","GMP","MARS-seq 1"
"W38870","MARS-seq","MEP","MARS-seq 0"
"W38871","MARS-seq","MEP","MARS-seq 3"
"W38872","MARS-seq","CMP","MARS-seq 1"
"W38873","MARS-seq","CMP","MARS-seq 3"
"W38874","MARS-seq","MEP","MARS-seq 3"
"W38875","MARS-seq","GMP","MARS-seq 2"
"W38876","MARS-seq","MEP","MARS-seq 0"
"W38877","MARS-seq","MEP","MARS-seq 0"
"W38878","MARS-seq","CMP","MARS-seq 3"
"W38879","MARS-seq","MEP","MARS-seq 0"
"W38880","MARS-seq","GMP","MARS-seq 1"
"W38881","MARS-seq","GMP","MARS-seq 1"
"W38882","MARS-seq","GMP","MARS-seq 1"
"W38883","MARS-seq","MEP","MARS-seq 0"
"W38884","MARS-seq","GMP","MARS-seq 1"
"W38886","MARS-seq","MEP","MARS-seq 0"
"W38887","MARS-seq","MEP","MARS-seq 0"
"W38889","MARS-seq","MEP","MARS-seq 0"
"W38890","MARS-seq","GMP","MARS-seq 4"
"W38891","MARS-seq","CMP","MARS-seq 3"
"W38892","MARS-seq","MEP","MARS-seq 0"
"W38893","MARS-seq","GMP","MARS-seq 4"
"W38894","MARS-seq","MEP","MARS-seq 0"
"W38895","MARS-seq","GMP","MARS-seq 2"
"W38896","MARS-seq","CMP","MARS-seq 3"
"W38897","MARS-seq","CMP","MARS-seq 2"
"W38899","MARS-seq","CMP","MARS-seq 5"
"W38900","MARS-seq","CMP","MARS-seq 3"
"W38901","MARS-seq","GMP","MARS-seq 2"
"W38902","MARS-seq","GMP","MARS-seq 1"
"W38903","MARS-seq","GMP","MARS-seq 2"
"W38904","MARS-seq","GMP","MARS-seq 1"
"W38905","MARS-seq","MEP","MARS-seq 0"
"W38906","MARS-seq","GMP","MARS-seq 3"
"W38907","MARS-seq","GMP","MARS-seq 4"
"W38908","MARS-seq","CMP","MARS-seq 2"
"W38909","MARS-seq","GMP","MARS-seq 1"
"W38910","MARS-seq","CMP","MARS-seq 3"
"W38911","MARS-seq","GMP","MARS-seq 2"
"W38912","MARS-seq","GMP","MARS-seq 1"
"W38913","MARS-seq","GMP","MARS-seq 4"
"W38914","MARS-seq","GMP","MARS-seq 4"
"W38915","MARS-seq","MEP","MARS-seq 0"
"W38916","MARS-seq","CMP","MARS-seq 3"
"W38917","MARS-seq","GMP","MARS-seq 1"
"W38918","MARS-seq","GMP","MARS-seq 1"
"W38919","MARS-seq","MEP","MARS-seq 0"
"W38920","MARS-seq","MEP","MARS-seq 0"
"W38921","MARS-seq","GMP","MARS-seq 1"
"W38922","MARS-seq","GMP","MARS-seq 4"
"W38923","MARS-seq","CMP","MARS-seq 2"
"W38924","MARS-seq","GMP","MARS-seq 1"
"W38925","MARS-seq","MEP","MARS-seq 0"
"W38926","MARS-seq","CMP","MARS-seq 2"
"W38927","MARS-seq","GMP","MARS-seq 4"
"W38928","MARS-seq","CMP","MARS-seq 2"
"W38929","MARS-seq","GMP","MARS-seq 2"
"W38930","MARS-seq","CMP","MARS-seq 2"
"W38931","MARS-seq","CMP","MARS-seq 2"
"W38932","MARS-seq","MEP","MARS-seq 0"
"W38933","MARS-seq","MEP","MARS-seq 0"
"W38934","MARS-seq","CMP","MARS-seq 3"
"W38935","MARS-seq","GMP","MARS-seq 1"
"W38937","MARS-seq","MEP","MARS-seq 3"
"W38938","MARS-seq","CMP","MARS-seq 3"
"W38939","MARS-seq","CMP","MARS-seq 2"
"W38940","MARS-seq","CMP","MARS-seq 3"
"W38941","MARS-seq","CMP","MARS-seq 2"
"W38942","MARS-seq","MEP","MARS-seq 0"
"W38943","MARS-seq","MEP","MARS-seq 0"
"W38944","MARS-seq","CMP","MARS-seq 2"
"W38945","MARS-seq","MEP","MARS-seq 3"
"W38947","MARS-seq","CMP","MARS-seq 3"
"W38948","MARS-seq","MEP","MARS-seq 0"
"W38949","MARS-seq","GMP","MARS-seq 1"
"W38950","MARS-seq","GMP","MARS-seq 4"
"W38951","MARS-seq","GMP","MARS-seq 1"
"W38952","MARS-seq","CMP","MARS-seq 2"
"W38953","MARS-seq","CMP","MARS-seq 2"
"W38954","MARS-seq","GMP","MARS-seq 1"
"W38955","MARS-seq","CMP","MARS-seq 3"
"W38956","MARS-seq","GMP","MARS-seq 4"
"W38957","MARS-seq","CMP","MARS-seq 2"
"W38958","MARS-seq","GMP","MARS-seq 4"
"W38959","MARS-seq","GMP","MARS-seq 4"
"W38960","MARS-seq","GMP","MARS-seq 1"
"W38961","MARS-seq","MEP","MARS-seq 0"
"W38962","MARS-seq","GMP","MARS-seq 1"
"W38963","MARS-seq","CMP","MARS-seq 2"
"W38964","MARS-seq","CMP","MARS-seq 3"
"W38965","MARS-seq","GMP","MARS-seq 4"
"W38966","MARS-seq","MEP","MARS-seq 0"
"W38967","MARS-seq","MEP","MARS-seq 0"
"W38968","MARS-seq","CMP","MARS-seq 3"
"W38969","MARS-seq","CMP","MARS-seq 3"
"W38970","MARS-seq","MEP","MARS-seq 0"
"W38971","MARS-seq","CMP","MARS-seq 3"
"W38972","MARS-seq","GMP","MARS-seq 1"
"W38973","MARS-seq","CMP","MARS-seq 3"
"W38974","MARS-seq","MEP","MARS-seq 0"
"W38975","MARS-seq","CMP","MARS-seq 3"
"W38976","MARS-seq","MEP","MARS-seq 0"
"W38977","MARS-seq","MEP","MARS-seq 0"
"W38978","MARS-seq","MEP","MARS-seq 0"
"W38979","MARS-seq","GMP","MARS-seq 1"
"W38980","MARS-seq","GMP","MARS-seq 4"
"W38981","MARS-seq","GMP","MARS-seq 1"
"W38982","MARS-seq","MEP","MARS-seq 0"
"W38983","MARS-seq","MEP","MARS-seq 0"
"W38985","MARS-seq","MEP","MARS-seq 3"
"W38987","MARS-seq","GMP","MARS-seq 1"
"W38989","MARS-seq","MEP","MARS-seq 0"
"W38990","MARS-seq","MEP","MARS-seq 3"
"W38991","MARS-seq","CMP","MARS-seq 3"
"W38992","MARS-seq","MEP","MARS-seq 3"
"W38993","MARS-seq","GMP","MARS-seq 4"
"W38994","MARS-seq","MEP","MARS-seq 0"
"W38996","MARS-seq","MEP","MARS-seq 0"
"W38997","MARS-seq","MEP","MARS-seq 3"
"W38998","MARS-seq","CMP","MARS-seq 2"
"W38999","MARS-seq","CMP","MARS-seq 3"
"W39000","MARS-seq","GMP","MARS-seq 4"
"W39001","MARS-seq","GMP","MARS-seq 1"
"W39002","MARS-seq","CMP","MARS-seq 2"
"W39003","MARS-seq","GMP","MARS-seq 4"
"W39004","MARS-seq","GMP","MARS-seq 4"
"W39005","MARS-seq","MEP","MARS-seq 0"
"W39006","MARS-seq","GMP","MARS-seq 1"
"W39007","MARS-seq","GMP","MARS-seq 1"
"W39008","MARS-seq","CMP","MARS-seq 3"
"W39009","MARS-seq","MEP","MARS-seq 0"
"W39010","MARS-seq","MEP","MARS-seq 0"
"W39011","MARS-seq","GMP","MARS-seq 2"
"W39012","MARS-seq","GMP","MARS-seq 4"
"W39013","MARS-seq","GMP","MARS-seq 1"
"W39015","MARS-seq","MEP","MARS-seq 3"
"W39017","MARS-seq","GMP","MARS-seq 1"
"W39018","MARS-seq","CMP","MARS-seq 2"
"W39019","MARS-seq","GMP","MARS-seq 1"
"W39020","MARS-seq","GMP","MARS-seq 1"
"W39021","MARS-seq","MEP","MARS-seq 0"
"W39022","MARS-seq","MEP","MARS-seq 3"
"W39023","MARS-seq","GMP","MARS-seq 4"
"W39024","MARS-seq","GMP","MARS-seq 4"
"W39025","MARS-seq","GMP","MARS-seq 1"
"W39026","MARS-seq","GMP","MARS-seq 1"
"W39027","MARS-seq","GMP","MARS-seq 1"
"W39028","MARS-seq","MEP","MARS-seq 3"
"W39029","MARS-seq","GMP","MARS-seq 1"
"W39030","MARS-seq","GMP","MARS-seq 2"
"W39031","MARS-seq","MEP","MARS-seq 0"
"W39032","MARS-seq","MEP","MARS-seq 3"
"W39033","MARS-seq","CMP","MARS-seq 3"
"W39034","MARS-seq","CMP","MARS-seq 2"
"W39035","MARS-seq","CMP","MARS-seq 2"
"W39036","MARS-seq","MEP","MARS-seq 3"
"W39037","MARS-seq","GMP","MARS-seq 4"
"W39038","MARS-seq","GMP","MARS-seq 4"
"W39039","MARS-seq","MEP","MARS-seq 3"
"W39040","MARS-seq","MEP","MARS-seq 0"
"W39041","MARS-seq","CMP","MARS-seq 3"
"W39042","MARS-seq","MEP","MARS-seq 3"
"W39043","MARS-seq","GMP","MARS-seq 4"
"W39044","MARS-seq","GMP","MARS-seq 1"
"W39045","MARS-seq","MEP","MARS-seq 0"
"W39047","MARS-seq","CMP","MARS-seq 2"
"W39048","MARS-seq","CMP","MARS-seq 3"
"W39050","MARS-seq","CMP","MARS-seq 2"
"W39051","MARS-seq","MEP","MARS-seq 0"
"W39052","MARS-seq","CMP","MARS-seq 5"
"W39053","MARS-seq","GMP","MARS-seq 4"
"W39054","MARS-seq","GMP","MARS-seq 4"
"W39055","MARS-seq","MEP","MARS-seq 0"
"W39056","MARS-seq","CMP","MARS-seq 2"
"W39057","MARS-seq","MEP","MARS-seq 0"
"W39058","MARS-seq","MEP","MARS-seq 0"
"W39059","MARS-seq","CMP","MARS-seq 1"
"W39060","MARS-seq","GMP","MARS-seq 4"
"W39061","MARS-seq","GMP","MARS-seq 4"
"W39062","MARS-seq","MEP","MARS-seq 3"
"W39064","MARS-seq","CMP","MARS-seq 2"
"W39065","MARS-seq","GMP","MARS-seq 4"
"W39066","MARS-seq","GMP","MARS-seq 1"
"W39067","MARS-seq","MEP","MARS-seq 0"
"W39068","MARS-seq","CMP","MARS-seq 3"
"W39069","MARS-seq","MEP","MARS-seq 0"
"W39070","MARS-seq","CMP","MARS-seq 2"
"W39071","MARS-seq","MEP","MARS-seq 0"
"W39073","MARS-seq","GMP","MARS-seq 4"
"W39074","MARS-seq","GMP","MARS-seq 1"
"W39075","MARS-seq","GMP","MARS-seq 2"
"W39076","MARS-seq","MEP","MARS-seq 0"
"W39077","MARS-seq","MEP","MARS-seq 0"
"W39078","MARS-seq","GMP","MARS-seq 4"
"W39079","MARS-seq","CMP","MARS-seq 3"
"W39081","MARS-seq","CMP","MARS-seq 2"
"W39082","MARS-seq","CMP","MARS-seq 3"
"W39083","MARS-seq","GMP","MARS-seq 2"
"W39084","MARS-seq","GMP","MARS-seq 1"
"W39085","MARS-seq","MEP","MARS-seq 0"
"W39087","MARS-seq","MEP","MARS-seq 3"
"W39088","MARS-seq","GMP","MARS-seq 4"
"W39089","MARS-seq","GMP","MARS-seq 1"
"W39090","MARS-seq","GMP","MARS-seq 1"
"W39091","MARS-seq","CMP","MARS-seq 3"
"W39092","MARS-seq","GMP","MARS-seq 2"
"W39093","MARS-seq","CMP","MARS-seq 3"
"W39094","MARS-seq","GMP","MARS-seq 4"
"W39095","MARS-seq","CMP","MARS-seq 2"
"W39096","MARS-seq","CMP","MARS-seq 2"
"W39097","MARS-seq","MEP","MARS-seq 0"
"W39098","MARS-seq","GMP","MARS-seq 2"
"W39099","MARS-seq","MEP","MARS-seq 0"
"W39100","MARS-seq","GMP","MARS-seq 1"
"W39101","MARS-seq","GMP","MARS-seq 4"
"W39103","MARS-seq","GMP","MARS-seq 1"
"W39104","MARS-seq","MEP","MARS-seq 0"
"W39105","MARS-seq","MEP","MARS-seq 3"
"W39106","MARS-seq","CMP","MARS-seq 2"
"W39107","MARS-seq","MEP","MARS-seq 3"
"W39109","MARS-seq","GMP","MARS-seq 1"
"W39110","MARS-seq","MEP","MARS-seq 3"
"W39111","MARS-seq","GMP","MARS-seq 2"
"W39112","MARS-seq","MEP","MARS-seq 0"
"W39113","MARS-seq","GMP","MARS-seq 2"
"W39114","MARS-seq","GMP","MARS-seq 1"
"W39115","MARS-seq","GMP","MARS-seq 4"
"W39116","MARS-seq","CMP","MARS-seq 1"
"W39117","MARS-seq","GMP","MARS-seq 4"
"W39118","MARS-seq","GMP","MARS-seq 1"
"W39119","MARS-seq","MEP","MARS-seq 0"
"W39120","MARS-seq","MEP","MARS-seq 0"
"W39121","MARS-seq","CMP","MARS-seq 2"
"W39122","MARS-seq","GMP","MARS-seq 4"
"W39123","MARS-seq","CMP","MARS-seq 3"
"W39124","MARS-seq","CMP","MARS-seq 5"
"W39125","MARS-seq","GMP","MARS-seq 2"
"W39126","MARS-seq","CMP","MARS-seq 2"
"W39127","MARS-seq","MEP","MARS-seq 0"
"W39128","MARS-seq","GMP","MARS-seq 4"
"W39129","MARS-seq","GMP","MARS-seq 1"
"W39130","MARS-seq","CMP","MARS-seq 2"
"W39131","MARS-seq","GMP","MARS-seq 4"
"W39134","MARS-seq","GMP","MARS-seq 2"
"W39135","MARS-seq","GMP","MARS-seq 1"
"W39137","MARS-seq","GMP","MARS-seq 4"
"W39138","MARS-seq","GMP","MARS-seq 4"
"W39139","MARS-seq","CMP","MARS-seq 2"
"W39140","MARS-seq","GMP","MARS-seq 4"
"W39141","MARS-seq","GMP","MARS-seq 4"
"W39142","MARS-seq","MEP","MARS-seq 3"
"W39143","MARS-seq","MEP","MARS-seq 0"
"W39144","MARS-seq","GMP","MARS-seq 1"
"W39145","MARS-seq","MEP","MARS-seq 3"
"W39146","MARS-seq","CMP","MARS-seq 3"
"W39148","MARS-seq","MEP","MARS-seq 3"
"W39149","MARS-seq","GMP","MARS-seq 1"
"W39150","MARS-seq","MEP","MARS-seq 0"
"W39151","MARS-seq","CMP","MARS-seq 5"
"W39152","MARS-seq","CMP","MARS-seq 3"
"W39153","MARS-seq","GMP","MARS-seq 2"
"W39154","MARS-seq","MEP","MARS-seq 0"
"W39155","MARS-seq","GMP","MARS-seq 1"
"W39156","MARS-seq","GMP","MARS-seq 1"
"W39157","MARS-seq","CMP","MARS-seq 3"
"W39158","MARS-seq","GMP","MARS-seq 2"
