"","batch","type","cluster"
"Cell4558","2","C","2 1"
"Cell4559","2","B","2 0"
"Cell4560","2","B","2 0"
"Cell4561","2","C","2 1"
"Cell4562","2","C","2 1"
"Cell4563","2","C","2 1"
"Cell4564","2","B","2 0"
"Cell4565","2","B","2 0"
"Cell4566","2","B","2 0"
"Cell4567","2","B","2 0"
"Cell4568","2","C","2 1"
"Cell4569","2","C","2 1"
"Cell4570","2","B","2 0"
"Cell4571","2","B","2 0"
"Cell4572","2","B","2 0"
"Cell4573","2","C","2 1"
"Cell4574","2","C","2 1"
"Cell4575","2","B","2 0"
"Cell4576","2","B","2 0"
"Cell4577","2","C","2 1"
"Cell4578","2","C","2 1"
"Cell4579","2","B","2 0"
"Cell4580","2","C","2 1"
"Cell4581","2","C","2 1"
"Cell4582","2","B","2 0"
"Cell4583","2","B","2 0"
"Cell4584","2","B","2 0"
"Cell4585","2","B","2 0"
"Cell4586","2","B","2 0"
"Cell4587","2","B","2 0"
"Cell4588","2","C","2 1"
"Cell4589","2","B","2 0"
"Cell4590","2","C","2 1"
"Cell4591","2","C","2 1"
"Cell4592","2","C","2 1"
"Cell4593","2","B","2 0"
"Cell4594","2","B","2 0"
"Cell4595","2","C","2 1"
"Cell4596","2","B","2 0"
"Cell4597","2","C","2 1"
"Cell4598","2","C","2 1"
"Cell4599","2","C","2 1"
"Cell4600","2","C","2 1"
"Cell4601","2","C","2 1"
"Cell4602","2","B","2 0"
"Cell4603","2","B","2 0"
"Cell4604","2","C","2 1"
"Cell4605","2","B","2 0"
"Cell4606","2","B","2 0"
"Cell4607","2","C","2 1"
"Cell4608","2","C","2 1"
"Cell4609","2","B","2 0"
"Cell4610","2","B","2 0"
"Cell4611","2","B","2 0"
"Cell4612","2","C","2 1"
"Cell4613","2","C","2 1"
"Cell4614","2","C","2 1"
"Cell4615","2","B","2 0"
"Cell4616","2","C","2 1"
"Cell4617","2","C","2 1"
"Cell4618","2","B","2 0"
"Cell4619","2","B","2 0"
"Cell4620","2","B","2 0"
"Cell4621","2","B","2 0"
"Cell4622","2","C","2 1"
"Cell4623","2","C","2 1"
"Cell4624","2","C","2 1"
"Cell4625","2","C","2 1"
"Cell4626","2","B","2 0"
"Cell4627","2","B","2 0"
"Cell4628","2","B","2 0"
"Cell4629","2","B","2 0"
"Cell4630","2","C","2 1"
"Cell4631","2","B","2 0"
"Cell4632","2","B","2 0"
"Cell4633","2","B","2 0"
"Cell4634","2","B","2 0"
"Cell4635","2","C","2 1"
"Cell4636","2","C","2 1"
"Cell4637","2","B","2 0"
"Cell4638","2","C","2 1"
"Cell4639","2","C","2 1"
"Cell4640","2","B","2 0"
"Cell4641","2","B","2 0"
"Cell4642","2","C","2 1"
"Cell4643","2","C","2 1"
"Cell4644","2","B","2 0"
"Cell4645","2","B","2 0"
"Cell4646","2","B","2 0"
"Cell4647","2","B","2 0"
"Cell4648","2","B","2 0"
"Cell4649","2","C","2 1"
"Cell4650","2","C","2 1"
"Cell4651","2","C","2 1"
"Cell4652","2","B","2 0"
"Cell4653","2","B","2 0"
"Cell4654","2","C","2 1"
"Cell4655","2","B","2 0"
"Cell4656","2","C","2 1"
"Cell4657","2","C","2 1"
"Cell4658","2","C","2 1"
"Cell4659","2","C","2 1"
"Cell4660","2","C","2 1"
"Cell4661","2","C","2 1"
"Cell4662","2","B","2 0"
"Cell4663","2","C","2 1"
"Cell4664","2","C","2 1"
"Cell4665","2","C","2 1"
"Cell4666","2","B","2 0"
"Cell4667","2","B","2 0"
"Cell4668","2","C","2 1"
"Cell4669","2","B","2 0"
"Cell4670","2","C","2 1"
"Cell4671","2","C","2 1"
"Cell4672","2","C","2 1"
"Cell4673","2","B","2 0"
"Cell4674","2","B","2 0"
"Cell4675","2","B","2 0"
"Cell4676","2","C","2 1"
"Cell4677","2","C","2 1"
"Cell4678","2","C","2 1"
"Cell4679","2","C","2 1"
"Cell4680","2","B","2 0"
"Cell4681","2","C","2 1"
"Cell4682","2","B","2 0"
"Cell4683","2","B","2 0"
"Cell4684","2","C","2 1"
"Cell4685","2","C","2 1"
"Cell4686","2","C","2 1"
"Cell4687","2","C","2 1"
"Cell4688","2","B","2 0"
"Cell4689","2","B","2 0"
"Cell4690","2","B","2 0"
"Cell4691","2","C","2 1"
"Cell4692","2","C","2 1"
"Cell4693","2","C","2 1"
"Cell4694","2","C","2 1"
"Cell4695","2","C","2 1"
"Cell4696","2","C","2 1"
"Cell4697","2","C","2 1"
"Cell4698","2","B","2 0"
"Cell4699","2","C","2 1"
"Cell4700","2","B","2 0"
"Cell4701","2","B","2 0"
"Cell4702","2","B","2 0"
"Cell4703","2","C","2 1"
"Cell4704","2","C","2 1"
"Cell4705","2","B","2 0"
"Cell4706","2","B","2 0"
"Cell4707","2","B","2 0"
"Cell4708","2","B","2 0"
"Cell4709","2","C","2 1"
"Cell4710","2","C","2 1"
"Cell4711","2","B","2 0"
"Cell4712","2","B","2 0"
"Cell4713","2","B","2 0"
"Cell4714","2","B","2 0"
"Cell4715","2","C","2 1"
"Cell4716","2","C","2 1"
"Cell4717","2","B","2 0"
"Cell4718","2","B","2 0"
"Cell4719","2","B","2 0"
"Cell4720","2","C","2 1"
"Cell4721","2","B","2 0"
"Cell4722","2","C","2 1"
"Cell4723","2","B","2 0"
"Cell4724","2","C","2 1"
"Cell4725","2","B","2 0"
"Cell4726","2","B","2 0"
"Cell4727","2","C","2 1"
"Cell4728","2","B","2 0"
"Cell4729","2","B","2 0"
"Cell4730","2","B","2 0"
"Cell4731","2","B","2 0"
"Cell4732","2","B","2 0"
"Cell4733","2","C","2 1"
"Cell4734","2","B","2 0"
"Cell4735","2","C","2 1"
"Cell4736","2","B","2 0"
"Cell4737","2","C","2 1"
"Cell4738","2","C","2 1"
"Cell4739","2","B","2 0"
"Cell4740","2","C","2 1"
"Cell4741","2","C","2 1"
"Cell4742","2","B","2 0"
"Cell4743","2","C","2 1"
"Cell4744","2","C","2 1"
"Cell4745","2","C","2 1"
"Cell4746","2","B","2 0"
"Cell4747","2","B","2 0"
"Cell4748","2","C","2 1"
"Cell4749","2","B","2 0"
"Cell4750","2","C","2 1"
"Cell4751","2","B","2 0"
"Cell4752","2","C","2 1"
"Cell4753","2","C","2 1"
"Cell4754","2","C","2 1"
"Cell4755","2","B","2 0"
"Cell4756","2","C","2 1"
"Cell4757","2","B","2 0"
"Cell4758","2","B","2 0"
"Cell4759","2","B","2 0"
"Cell4760","2","B","2 0"
"Cell4761","2","B","2 0"
"Cell4762","2","B","2 0"
"Cell4763","2","B","2 0"
"Cell4764","2","B","2 0"
"Cell4765","2","B","2 0"
"Cell4766","2","B","2 0"
"Cell4767","2","C","2 1"
"Cell4768","2","B","2 0"
"Cell4769","2","B","2 0"
"Cell4770","2","C","2 1"
"Cell4771","2","C","2 1"
"Cell4772","2","C","2 1"
"Cell4773","2","C","2 1"
"Cell4774","2","B","2 0"
"Cell4775","2","C","2 1"
"Cell4776","2","C","2 1"
"Cell4777","2","B","2 0"
"Cell4778","2","B","2 0"
"Cell4779","2","C","2 1"
"Cell4780","2","B","2 0"
"Cell4781","2","B","2 0"
"Cell4782","2","B","2 0"
"Cell4783","2","B","2 0"
"Cell4784","2","C","2 1"
"Cell4785","2","C","2 1"
"Cell4786","2","B","2 0"
"Cell4787","2","C","2 1"
"Cell4788","2","C","2 1"
"Cell4789","2","B","2 0"
"Cell4790","2","B","2 0"
"Cell4791","2","B","2 0"
"Cell4792","2","B","2 0"
"Cell4793","2","C","2 1"
"Cell4794","2","B","2 0"
"Cell4795","2","B","2 0"
"Cell4796","2","C","2 1"
"Cell4797","2","B","2 0"
"Cell4798","2","C","2 1"
"Cell4799","2","B","2 0"
"Cell4800","2","C","2 1"
"Cell4801","2","B","2 0"
"Cell4802","2","B","2 0"
"Cell4803","2","B","2 0"
"Cell4804","2","C","2 1"
"Cell4805","2","C","2 1"
"Cell4806","2","B","2 0"
"Cell4807","2","C","2 1"
"Cell4808","2","B","2 0"
"Cell4809","2","B","2 0"
"Cell4810","2","B","2 0"
"Cell4811","2","C","2 1"
"Cell4812","2","B","2 0"
"Cell4813","2","B","2 0"
"Cell4814","2","B","2 0"
"Cell4815","2","C","2 1"
"Cell4816","2","C","2 1"
"Cell4817","2","B","2 0"
"Cell4818","2","C","2 1"
"Cell4819","2","B","2 0"
"Cell4820","2","B","2 0"
"Cell4821","2","C","2 1"
"Cell4822","2","C","2 1"
"Cell4823","2","C","2 1"
"Cell4824","2","C","2 1"
"Cell4825","2","C","2 1"
"Cell4826","2","B","2 0"
"Cell4827","2","C","2 1"
"Cell4828","2","C","2 1"
"Cell4829","2","B","2 0"
"Cell4830","2","B","2 0"
"Cell4831","2","B","2 0"
"Cell4832","2","C","2 1"
"Cell4833","2","B","2 0"
"Cell4834","2","C","2 1"
"Cell4835","2","B","2 0"
"Cell4836","2","C","2 1"
"Cell4837","2","C","2 1"
"Cell4838","2","C","2 1"
"Cell4839","2","C","2 1"
"Cell4840","2","C","2 1"
"Cell4841","2","B","2 0"
"Cell4842","2","B","2 0"
"Cell4843","2","C","2 1"
"Cell4844","2","B","2 0"
"Cell4845","2","C","2 1"
"Cell4846","2","C","2 1"
"Cell4847","2","B","2 0"
"Cell4848","2","C","2 1"
"Cell4849","2","B","2 0"
"Cell4850","2","C","2 1"
"Cell4851","2","C","2 1"
"Cell4852","2","B","2 0"
"Cell4853","2","C","2 1"
"Cell4854","2","C","2 1"
"Cell4855","2","C","2 1"
"Cell4856","2","B","2 0"
"Cell4857","2","B","2 0"
"Cell4858","2","C","2 1"
"Cell4859","2","B","2 0"
"Cell4860","2","C","2 1"
"Cell4861","2","C","2 1"
"Cell4862","2","B","2 0"
"Cell4863","2","C","2 1"
"Cell4864","2","C","2 1"
"Cell4865","2","B","2 0"
"Cell4866","2","C","2 1"
"Cell4867","2","C","2 1"
"Cell4868","2","C","2 1"
"Cell4869","2","C","2 1"
"Cell4870","2","B","2 0"
"Cell4871","2","C","2 1"
"Cell4872","2","B","2 0"
"Cell4873","2","B","2 0"
"Cell4874","2","B","2 0"
"Cell4875","2","C","2 1"
"Cell4876","2","C","2 1"
"Cell4877","2","B","2 0"
"Cell4878","2","B","2 0"
"Cell4879","2","B","2 0"
"Cell4880","2","C","2 1"
"Cell4881","2","B","2 0"
"Cell4882","2","B","2 0"
"Cell4883","2","B","2 0"
"Cell4884","2","B","2 0"
"Cell4885","2","C","2 1"
"Cell4886","2","B","2 0"
"Cell4887","2","C","2 1"
"Cell4888","2","C","2 1"
"Cell4889","2","B","2 0"
"Cell4890","2","C","2 1"
"Cell4891","2","C","2 1"
"Cell4892","2","C","2 1"
"Cell4893","2","B","2 0"
"Cell4894","2","C","2 1"
"Cell4895","2","B","2 0"
"Cell4896","2","B","2 0"
"Cell4897","2","C","2 1"
"Cell4898","2","C","2 1"
"Cell4899","2","C","2 1"
"Cell4900","2","B","2 0"
"Cell4901","2","B","2 0"
"Cell4902","2","C","2 1"
"Cell4903","2","C","2 1"
"Cell4904","2","B","2 0"
"Cell4905","2","C","2 1"
"Cell4906","2","B","2 0"
"Cell4907","2","B","2 0"
"Cell4908","2","B","2 0"
"Cell4909","2","C","2 1"
"Cell4910","2","C","2 1"
"Cell4911","2","C","2 1"
"Cell4912","2","B","2 0"
"Cell4913","2","B","2 0"
"Cell4914","2","B","2 0"
"Cell4915","2","B","2 0"
"Cell4916","2","B","2 0"
"Cell4917","2","C","2 1"
"Cell4918","2","B","2 0"
"Cell4919","2","C","2 1"
"Cell4920","2","B","2 0"
"Cell4921","2","C","2 1"
"Cell4922","2","B","2 0"
"Cell4923","2","C","2 1"
"Cell4924","2","B","2 0"
"Cell4925","2","B","2 0"
"Cell4926","2","C","2 1"
"Cell4927","2","C","2 1"
"Cell4928","2","C","2 1"
"Cell4929","2","B","2 0"
"Cell4930","2","B","2 0"
"Cell4931","2","B","2 0"
"Cell4932","2","B","2 0"
"Cell4933","2","B","2 0"
"Cell4934","2","C","2 1"
"Cell4935","2","B","2 0"
"Cell4936","2","C","2 1"
"Cell4937","2","C","2 1"
"Cell4938","2","C","2 1"
"Cell4939","2","C","2 1"
"Cell4940","2","C","2 1"
"Cell4941","2","B","2 0"
"Cell4942","2","B","2 0"
"Cell4943","2","B","2 0"
"Cell4944","2","B","2 0"
"Cell4945","2","C","2 1"
"Cell4946","2","B","2 0"
"Cell4947","2","B","2 0"
"Cell4948","2","B","2 0"
"Cell4949","2","C","2 1"
"Cell4950","2","B","2 0"
"Cell4951","2","C","2 1"
"Cell4952","2","C","2 1"
"Cell4953","2","B","2 0"
"Cell4954","2","B","2 0"
"Cell4955","2","C","2 1"
"Cell4956","2","C","2 1"
"Cell4957","2","C","2 1"
"Cell4958","2","C","2 1"
"Cell4959","2","B","2 0"
"Cell4960","2","B","2 0"
"Cell4961","2","C","2 1"
"Cell4962","2","B","2 0"
"Cell4963","2","B","2 0"
"Cell4964","2","B","2 0"
"Cell4965","2","C","2 1"
"Cell4966","2","B","2 0"
"Cell4967","2","C","2 1"
"Cell4968","2","C","2 1"
"Cell4969","2","B","2 0"
"Cell4970","2","B","2 0"
"Cell4971","2","C","2 1"
"Cell4972","2","B","2 0"
"Cell4973","2","B","2 0"
"Cell4974","2","B","2 0"
"Cell4975","2","B","2 0"
"Cell4976","2","C","2 1"
"Cell4977","2","C","2 1"
"Cell4978","2","C","2 1"
"Cell4979","2","B","2 0"
"Cell4980","2","C","2 1"
"Cell4981","2","C","2 1"
"Cell4982","2","C","2 1"
"Cell4983","2","C","2 1"
"Cell4984","2","B","2 0"
"Cell4985","2","B","2 0"
"Cell4986","2","B","2 0"
"Cell4987","2","B","2 0"
"Cell4988","2","B","2 0"
"Cell4989","2","C","2 1"
"Cell4990","2","B","2 0"
"Cell4991","2","B","2 0"
"Cell4992","2","B","2 0"
"Cell4993","2","B","2 0"
"Cell4994","2","C","2 1"
"Cell4995","2","C","2 1"
"Cell4996","2","C","2 1"
"Cell4997","2","C","2 1"
"Cell4998","2","B","2 0"
"Cell4999","2","C","2 1"
"Cell5000","2","B","2 0"
"Cell2001","3","D","3 1"
"Cell2002","3","D","3 1"
"Cell2003","3","C","3 0"
"Cell2004","3","C","3 0"
"Cell2005","3","C","3 0"
"Cell2006","3","D","3 1"
"Cell2007","3","D","3 1"
"Cell2008","3","C","3 0"
"Cell2009","3","C","3 0"
"Cell2010","3","C","3 0"
"Cell2011","3","D","3 1"
"Cell2012","3","C","3 0"
"Cell2013","3","C","3 0"
"Cell2014","3","C","3 0"
"Cell2015","3","D","3 1"
"Cell2016","3","C","3 0"
"Cell2017","3","D","3 1"
"Cell2018","3","D","3 1"
"Cell2019","3","C","3 0"
"Cell2020","3","D","3 1"
"Cell2021","3","C","3 0"
"Cell2022","3","D","3 1"
"Cell2023","3","C","3 0"
"Cell2024","3","C","3 0"
"Cell2025","3","D","3 1"
"Cell2026","3","D","3 1"
"Cell2027","3","D","3 1"
"Cell2028","3","D","3 1"
"Cell2029","3","D","3 1"
"Cell2030","3","C","3 0"
"Cell2031","3","C","3 0"
"Cell2032","3","D","3 1"
"Cell2033","3","D","3 1"
"Cell2034","3","C","3 0"
"Cell2035","3","C","3 0"
"Cell2036","3","D","3 1"
"Cell2037","3","C","3 0"
"Cell2038","3","D","3 1"
"Cell2039","3","D","3 1"
"Cell2040","3","C","3 0"
"Cell2041","3","D","3 1"
"Cell2042","3","C","3 0"
"Cell2043","3","D","3 1"
"Cell2044","3","C","3 0"
"Cell2045","3","D","3 1"
"Cell2046","3","C","3 0"
"Cell2047","3","C","3 0"
"Cell2048","3","D","3 1"
"Cell2049","3","C","3 0"
"Cell2050","3","C","3 0"
"Cell2051","3","D","3 1"
"Cell2052","3","C","3 0"
"Cell2053","3","D","3 1"
"Cell2054","3","D","3 1"
"Cell2055","3","C","3 0"
"Cell2056","3","D","3 1"
"Cell2057","3","C","3 0"
"Cell2058","3","D","3 1"
"Cell2059","3","D","3 1"
"Cell2060","3","C","3 0"
"Cell2061","3","D","3 1"
"Cell2062","3","C","3 0"
"Cell2063","3","C","3 0"
"Cell2064","3","D","3 1"
"Cell2065","3","D","3 1"
"Cell2066","3","D","3 1"
"Cell2067","3","D","3 1"
"Cell2068","3","D","3 1"
"Cell2069","3","C","3 0"
"Cell2070","3","D","3 1"
"Cell2071","3","C","3 0"
"Cell2072","3","C","3 0"
"Cell2073","3","C","3 0"
"Cell2074","3","D","3 1"
"Cell2075","3","D","3 1"
"Cell2076","3","D","3 1"
"Cell2077","3","C","3 0"
"Cell2078","3","D","3 1"
"Cell2079","3","D","3 1"
"Cell2080","3","C","3 0"
"Cell2081","3","C","3 0"
"Cell2082","3","C","3 0"
"Cell2083","3","C","3 0"
"Cell2084","3","D","3 1"
"Cell2085","3","C","3 0"
"Cell2086","3","D","3 1"
"Cell2087","3","C","3 0"
"Cell2088","3","D","3 1"
"Cell2089","3","C","3 0"
"Cell2090","3","D","3 1"
"Cell2091","3","D","3 1"
"Cell2092","3","C","3 0"
"Cell2093","3","D","3 1"
"Cell2094","3","D","3 1"
"Cell2095","3","C","3 0"
"Cell2096","3","D","3 1"
"Cell2097","3","C","3 0"
"Cell2098","3","D","3 1"
"Cell2099","3","C","3 0"
"Cell2100","3","D","3 1"
"Cell2101","3","D","3 1"
"Cell2102","3","C","3 0"
"Cell2103","3","D","3 1"
"Cell2104","3","C","3 0"
"Cell2105","3","D","3 1"
"Cell2106","3","C","3 0"
"Cell2107","3","D","3 1"
"Cell2108","3","D","3 1"
"Cell2109","3","D","3 1"
"Cell2110","3","C","3 0"
"Cell2111","3","C","3 0"
"Cell2112","3","D","3 1"
"Cell2113","3","C","3 0"
"Cell2114","3","C","3 0"
"Cell2115","3","D","3 1"
"Cell2116","3","D","3 1"
"Cell2117","3","C","3 0"
"Cell2118","3","D","3 1"
"Cell2119","3","D","3 1"
"Cell2120","3","C","3 0"
"Cell2121","3","C","3 0"
"Cell2122","3","C","3 0"
"Cell2123","3","C","3 0"
"Cell2124","3","D","3 1"
"Cell2125","3","C","3 0"
"Cell2126","3","D","3 1"
"Cell2127","3","C","3 0"
"Cell2128","3","D","3 1"
"Cell2129","3","C","3 0"
"Cell2130","3","C","3 0"
"Cell2131","3","D","3 1"
"Cell2132","3","C","3 0"
"Cell2133","3","C","3 0"
"Cell2134","3","D","3 1"
"Cell2135","3","D","3 1"
"Cell2136","3","C","3 0"
"Cell2137","3","C","3 0"
"Cell2138","3","D","3 1"
"Cell2139","3","D","3 1"
"Cell2140","3","C","3 0"
"Cell2141","3","C","3 0"
"Cell2142","3","C","3 0"
"Cell2143","3","C","3 0"
"Cell2144","3","D","3 1"
"Cell2145","3","C","3 0"
"Cell2146","3","D","3 1"
"Cell2147","3","C","3 0"
"Cell2148","3","D","3 1"
"Cell2149","3","D","3 1"
"Cell2150","3","D","3 1"
"Cell2151","3","D","3 1"
"Cell2152","3","D","3 1"
"Cell2153","3","C","3 0"
"Cell2154","3","D","3 1"
"Cell2155","3","C","3 0"
"Cell2156","3","C","3 0"
"Cell2157","3","D","3 1"
"Cell2158","3","D","3 1"
"Cell2159","3","C","3 0"
"Cell2160","3","D","3 1"
"Cell2161","3","C","3 0"
"Cell2162","3","D","3 1"
"Cell2163","3","D","3 1"
"Cell2164","3","D","3 1"
"Cell2165","3","C","3 0"
"Cell2166","3","D","3 1"
"Cell2167","3","C","3 0"
"Cell2168","3","C","3 0"
"Cell2169","3","C","3 0"
"Cell2170","3","C","3 0"
"Cell2171","3","C","3 0"
"Cell2172","3","D","3 1"
"Cell2173","3","C","3 0"
"Cell2174","3","D","3 1"
"Cell2175","3","D","3 1"
"Cell2176","3","D","3 1"
"Cell2177","3","C","3 0"
"Cell2178","3","C","3 0"
"Cell2179","3","C","3 0"
"Cell2180","3","C","3 0"
"Cell2181","3","D","3 1"
"Cell2182","3","D","3 1"
"Cell2183","3","D","3 1"
"Cell2184","3","C","3 0"
"Cell2185","3","D","3 1"
"Cell2186","3","C","3 0"
"Cell2187","3","D","3 1"
"Cell2188","3","D","3 1"
"Cell2189","3","D","3 1"
"Cell2190","3","D","3 1"
"Cell2191","3","C","3 0"
"Cell2192","3","C","3 0"
"Cell2193","3","C","3 0"
"Cell2194","3","C","3 0"
"Cell2195","3","D","3 1"
"Cell2196","3","C","3 0"
"Cell2197","3","D","3 1"
"Cell2198","3","C","3 0"
"Cell2199","3","D","3 1"
"Cell2200","3","C","3 0"
"Cell2201","3","C","3 0"
"Cell2202","3","D","3 1"
"Cell2203","3","C","3 0"
"Cell2204","3","C","3 0"
"Cell2205","3","D","3 1"
"Cell2206","3","D","3 1"
"Cell2207","3","C","3 0"
"Cell2208","3","C","3 0"
"Cell2209","3","C","3 0"
"Cell2210","3","D","3 1"
"Cell2211","3","D","3 1"
"Cell2212","3","C","3 0"
"Cell2213","3","C","3 0"
"Cell2214","3","C","3 0"
"Cell2215","3","C","3 0"
"Cell2216","3","D","3 1"
"Cell2217","3","D","3 1"
"Cell2218","3","C","3 0"
"Cell2219","3","D","3 1"
"Cell2220","3","D","3 1"
"Cell2221","3","C","3 0"
"Cell2222","3","C","3 0"
"Cell2223","3","C","3 0"
"Cell2224","3","C","3 0"
"Cell2225","3","D","3 1"
"Cell2226","3","D","3 1"
"Cell2227","3","D","3 1"
"Cell2228","3","C","3 0"
"Cell2229","3","D","3 1"
"Cell2230","3","D","3 1"
"Cell2231","3","C","3 0"
"Cell2232","3","D","3 1"
"Cell2233","3","C","3 0"
"Cell2234","3","C","3 0"
"Cell2235","3","C","3 0"
"Cell2236","3","D","3 1"
"Cell2237","3","C","3 0"
"Cell2238","3","D","3 1"
"Cell2239","3","D","3 1"
"Cell2240","3","C","3 0"
"Cell2241","3","D","3 1"
"Cell2242","3","D","3 1"
"Cell2243","3","C","3 0"
"Cell2244","3","C","3 0"
"Cell2245","3","C","3 0"
"Cell2246","3","C","3 0"
"Cell2247","3","D","3 1"
"Cell2248","3","D","3 1"
"Cell2249","3","D","3 1"
"Cell2250","3","C","3 0"
"Cell2251","3","D","3 1"
"Cell2252","3","D","3 1"
"Cell2253","3","C","3 0"
"Cell2254","3","D","3 1"
"Cell2255","3","D","3 1"
"Cell2256","3","C","3 0"
"Cell2257","3","C","3 0"
"Cell2258","3","C","3 0"
"Cell2259","3","C","3 0"
"Cell2260","3","C","3 0"
"Cell2261","3","C","3 0"
"Cell2262","3","C","3 0"
"Cell2263","3","C","3 0"
"Cell2264","3","D","3 1"
"Cell2265","3","D","3 1"
"Cell2266","3","C","3 0"
"Cell2267","3","D","3 1"
"Cell2268","3","C","3 0"
"Cell2269","3","D","3 1"
"Cell2270","3","D","3 1"
"Cell2271","3","D","3 1"
"Cell2272","3","C","3 0"
"Cell2273","3","C","3 0"
"Cell2274","3","C","3 0"
"Cell2275","3","D","3 1"
"Cell2276","3","D","3 1"
"Cell2277","3","D","3 1"
"Cell2278","3","D","3 1"
"Cell2279","3","D","3 1"
"Cell2280","3","D","3 1"
"Cell2281","3","D","3 1"
"Cell2282","3","D","3 1"
"Cell2283","3","D","3 1"
"Cell2284","3","D","3 1"
"Cell2285","3","C","3 0"
"Cell2286","3","C","3 0"
"Cell2287","3","D","3 1"
"Cell2288","3","C","3 0"
"Cell2289","3","C","3 0"
"Cell2290","3","C","3 0"
"Cell2291","3","C","3 0"
"Cell2292","3","C","3 0"
"Cell2293","3","D","3 1"
"Cell2294","3","C","3 0"
"Cell2295","3","D","3 1"
"Cell2296","3","C","3 0"
"Cell2297","3","C","3 0"
"Cell2298","3","D","3 1"
"Cell2299","3","C","3 0"
"Cell2300","3","D","3 1"
"Cell2301","3","C","3 0"
"Cell2302","3","C","3 0"
"Cell2303","3","C","3 0"
"Cell2304","3","D","3 1"
"Cell2305","3","D","3 1"
"Cell2306","3","C","3 0"
"Cell2307","3","C","3 0"
"Cell2308","3","D","3 1"
"Cell2309","3","D","3 1"
"Cell2310","3","C","3 0"
"Cell2311","3","C","3 0"
"Cell2312","3","C","3 0"
"Cell2313","3","D","3 1"
"Cell2314","3","D","3 1"
"Cell2315","3","C","3 0"
"Cell2316","3","C","3 0"
"Cell2317","3","C","3 0"
"Cell2318","3","D","3 1"
"Cell2319","3","C","3 0"
"Cell2320","3","D","3 1"
"Cell2321","3","D","3 1"
"Cell2322","3","D","3 1"
"Cell2323","3","C","3 0"
"Cell2324","3","C","3 0"
"Cell2325","3","D","3 1"
"Cell2326","3","C","3 0"
"Cell2327","3","C","3 0"
"Cell2328","3","C","3 0"
"Cell2329","3","C","3 0"
"Cell2330","3","D","3 1"
"Cell2331","3","D","3 1"
"Cell2332","3","D","3 1"
"Cell2333","3","D","3 1"
"Cell2334","3","D","3 1"
"Cell2335","3","D","3 1"
"Cell2336","3","C","3 0"
"Cell2337","3","C","3 0"
"Cell2338","3","D","3 1"
"Cell2339","3","C","3 0"
"Cell2340","3","D","3 1"
"Cell2341","3","D","3 1"
"Cell2342","3","D","3 1"
"Cell2343","3","D","3 1"
"Cell2344","3","C","3 0"
"Cell2345","3","C","3 0"
"Cell2346","3","D","3 1"
"Cell2347","3","D","3 1"
"Cell2348","3","C","3 0"
"Cell2349","3","D","3 1"
"Cell2350","3","C","3 0"
"Cell2351","3","D","3 1"
"Cell2352","3","C","3 0"
"Cell2353","3","C","3 0"
"Cell2354","3","C","3 0"
"Cell2355","3","D","3 1"
"Cell2356","3","D","3 1"
"Cell2357","3","C","3 0"
"Cell2358","3","C","3 0"
"Cell2359","3","D","3 1"
"Cell2360","3","D","3 1"
"Cell2361","3","D","3 1"
"Cell2362","3","C","3 0"
"Cell2363","3","C","3 0"
"Cell2364","3","C","3 0"
"Cell2365","3","C","3 0"
"Cell2366","3","C","3 0"
"Cell2367","3","C","3 0"
"Cell2368","3","D","3 1"
"Cell2369","3","C","3 0"
"Cell2370","3","D","3 1"
"Cell2371","3","C","3 0"
"Cell2372","3","D","3 1"
"Cell2373","3","D","3 1"
"Cell2374","3","C","3 0"
"Cell2375","3","D","3 1"
"Cell2376","3","D","3 1"
"Cell2377","3","D","3 1"
"Cell2378","3","D","3 1"
"Cell2379","3","D","3 1"
"Cell2380","3","D","3 1"
"Cell2381","3","C","3 0"
"Cell2382","3","D","3 1"
"Cell2383","3","D","3 1"
"Cell2384","3","D","3 1"
"Cell2385","3","C","3 0"
"Cell2386","3","D","3 1"
"Cell2387","3","D","3 1"
"Cell2388","3","C","3 0"
"Cell2389","3","D","3 1"
"Cell2390","3","D","3 1"
"Cell2391","3","D","3 1"
"Cell2392","3","C","3 0"
"Cell2393","3","D","3 1"
"Cell2394","3","D","3 1"
"Cell2395","3","C","3 0"
"Cell2396","3","D","3 1"
"Cell2397","3","D","3 1"
"Cell2398","3","D","3 1"
"Cell2399","3","C","3 0"
"Cell2400","3","C","3 0"
"Cell2401","3","C","3 0"
"Cell2402","3","C","3 0"
"Cell2403","3","D","3 1"
"Cell2404","3","D","3 1"
"Cell2405","3","D","3 1"
"Cell2406","3","C","3 0"
"Cell2407","3","C","3 0"
"Cell2408","3","C","3 0"
"Cell2409","3","D","3 1"
"Cell2410","3","D","3 1"
"Cell2411","3","C","3 0"
"Cell2412","3","D","3 1"
"Cell2413","3","D","3 1"
"Cell2414","3","C","3 0"
"Cell2415","3","D","3 1"
"Cell2416","3","C","3 0"
"Cell2417","3","C","3 0"
"Cell2418","3","C","3 0"
"Cell2419","3","D","3 1"
"Cell2420","3","D","3 1"
"Cell2421","3","D","3 1"
"Cell2422","3","D","3 1"
"Cell2423","3","C","3 0"
"Cell2424","3","D","3 1"
"Cell2425","3","C","3 0"
"Cell2426","3","D","3 1"
"Cell2427","3","C","3 0"
"Cell2428","3","D","3 1"
"Cell2429","3","D","3 1"
"Cell2430","3","C","3 0"
"Cell2431","3","D","3 1"
